,path,time_scraped,canopy_moisture,dz,extent,extent_fmt,fire_grid,fuel,ignition,output,resolution,resolution_units,run_binary,run_end,run_max_mem_rss_bytes,run_start,seed,sim_time,surface_moisture,threads,timestep,topo,wind_direction,wind_speed
566,burnpro3d/d/3d/ca/run_3dca34f9-f3bb-4882-971f-6fb3dead9080,2023-07-28T08:41:48.235995,0.95,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-27T19:02:37.168306-07:00,517768,2023-06-27T18:54:18.854839-07:00,-1,3937,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",300.0,4.47
3,burnpro3d/d/3e/1e/run_3e1eb995-eeb4-42fd-8109-238c85bf0a01,2023-07-28T09:25:41.504463,1.0,,"[123782.0, 1223754.0, 124586.0, 1222950.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-13T12:55:10.450695-07:00,2456572,2023-07-13T12:08:28.642534-07:00,-1,9396,0.15,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",90.0,4.47
8,burnpro3d/d/3e/32/run_3e32b2f8-27f0-4888-9673-cba002248b88,2023-07-28T09:25:41.504463,0.9,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T13:38:39.635529-07:00,2469632,2023-06-23T10:07:00.521943-07:00,-1,10666,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",60.0,6.705
22,burnpro3d/d/3e/51/run_3e510c3a-510c-461d-8186-683bcfa1d859,2023-07-28T09:25:41.504463,0.9,,"[-2097480.0, 2037504.0, -2096674.0, 2036700.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-21T16:07:40.975794-07:00,3929228,2023-07-21T15:02:27.917589-07:00,-1,5965,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",90.0,2.235
45,burnpro3d/d/3e/8d/run_3e8d98cb-d341-4479-8a4c-4349def88f77,2023-07-28T09:25:41.504463,0.9,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-19T12:22:51.897639-07:00,1339028,2023-06-19T11:47:40.529502-07:00,-1,6748,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",90.0,3.576
48,burnpro3d/d/3e/94/run_3e94d8b5-7917-466c-ad8f-3cc91701105e,2023-07-28T09:25:41.504463,1.2,,"[-2097480.0, 2037504.0, -2096674.0, 2036700.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-16T16:57:27.966375-07:00,4229552,2023-06-16T13:33:23.167267-07:00,-1,6640,0.1,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",90.0,4.47
54,burnpro3d/d/3e/aa/run_3eaa282e-d4e3-4519-a41d-4c201789610c,2023-07-28T09:25:41.504463,1.0,,"[-2048682.0, 1867110.0, -2047710.0, 1866292.0]","[[x1, y1], [x2, y2]]",,"{'density': None, 'dx': 2, 'dy': 2, 'height': 0.5, 'id': '146d4bbf-c7d4-489f-ad34-0972d7a7fb9c', 'xlen': None, 'ylen': None}","{'dat': None, 'id': 'dcfe0485-d856-47be-becb-8482a41bdc6b', 'perc': 100}","{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 1, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-05-18T22:48:29.000430-07:00,3497960,2023-05-18T22:47:38.182858-07:00,-1,20,0.12,1,1,,0.0,5.0
65,burnpro3d/d/3e/cb/run_3ecbfbe1-9c48-4d40-91b5-adf503c8b9f3,2023-07-28T09:25:41.504463,0.9,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-18T16:37:08.832087-07:00,1336936,2023-07-18T16:05:20.809572-07:00,-1,5945,0.2,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",120.0,4.47
69,burnpro3d/d/3e/d5/run_3ed5ffbf-add6-4c27-88ec-30b4249980b4,2023-07-28T09:25:41.504463,0.9,,"[-1959092.0, 1310426.0, -1958552.0, 1309880.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T14:37:19.394927-07:00,452004,2023-06-23T14:27:26.527262-07:00,-1,5223,0.2,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",90.0,6.705
115,burnpro3d/d/3f/86/run_3f86b038-b7de-4c96-95fe-0e543fe3ba9d,2023-07-28T09:25:41.504463,1.0,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-11T21:32:47.380608-07:00,2427584,2023-07-11T18:22:40.862096-07:00,-1,16374,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",240.0,2.235
120,burnpro3d/d/3f/8f/run_3f8f1cbf-5f01-4431-a64a-b39fb5dad63a,2023-07-28T09:25:41.504463,0.4,,"[-2126863, 2649938, -2126015, 2648970]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-06T11:08:35.503828-07:00,2658568,2023-06-06T10:20:41.053331-07:00,-1,4225,0.3,1,600,,90.0,20.0
124,burnpro3d/d/3f/97/run_3f978b40-3239-4172-a0ce-39700047ace3,2023-07-28T09:25:41.504463,0.9,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-07T17:08:21.664406-07:00,516440,2023-07-07T16:55:55.509743-07:00,-1,3917,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",240.0,2.235
160,burnpro3d/d/40/0a/run_400a874e-a11a-42ed-9b71-c758b0294bd2,2023-07-28T09:25:41.504463,0.4,,"[-2126863, 2649938, -2126015, 2648970]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-06T12:36:31.929692-07:00,2659720,2023-06-06T10:24:57.409330-07:00,-1,4225,0.1,1,600,,60.0,15.0
172,burnpro3d/d/40/2b/run_402b98b2-a664-40c2-9594-dca762ee6801,2023-07-28T09:25:41.504463,0.9,,"[-2097480.0, 2037504.0, -2096674.0, 2036700.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T20:57:47.417022-07:00,3916948,2023-06-23T15:21:39.810689-07:00,-1,27251,0.2,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",120.0,2.235
180,burnpro3d/d/40/41/run_40415c67-a7ad-42b9-a22b-48c1d1bc326e,2023-07-28T09:25:41.504463,0.9,,"[-1959092.0, 1310426.0, -1958552.0, 1309880.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-14T09:08:42.138355-07:00,403596,2023-06-14T08:58:39.895908-07:00,-1,4005,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",90.0,2.235
191,burnpro3d/d/40/63/run_40636b09-a542-468d-baf5-f84efc8de345,2023-07-28T09:25:41.504463,1.0,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:24:58.471921-07:00,516952,2023-07-10T14:11:30.215427-07:00,-1,4235,0.12,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",270.0,2.235
242,burnpro3d/d/40/ed/run_40ed3dc9-e25f-4345-a73d-37930ba03ea4,2023-07-28T09:25:41.504463,1.1,,"[-1398056.0, 2815704.0, -1397036.0, 2814900.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-19T16:09:36.476498-07:00,2565264,2023-06-19T13:15:02.544927-07:00,-1,6906,0.2,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",270.0,2.235
282,burnpro3d/d/41/58/run_41588229-9dbd-4ad4-ac9e-7db097742e7f,2023-07-28T09:25:41.504463,1.2,,"[-2097480.0, 2037504.0, -2096674.0, 2036700.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-16T19:14:46.902603-07:00,4230960,2023-06-16T13:37:21.995443-07:00,-1,6640,0.1,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",120.0,2.235
284,burnpro3d/d/41/5b/run_415b94e9-421c-4fdf-ac07-20bfa5d2cc11,2023-07-28T09:25:41.504463,0.4,,"[-2126863, 2649938, -2126015, 2648970]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-06T11:34:49.994582-07:00,2659228,2023-06-06T10:22:22.761687-07:00,-1,4225,0.2,1,600,,120.0,20.0
293,burnpro3d/d/41/83/run_418381c6-b51d-4364-b5a1-d8576694b64c,2023-07-28T09:25:41.504463,0.9,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T18:26:46.368728-07:00,2426516,2023-06-23T14:18:24.442818-07:00,-1,13493,0.2,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",60.0,4.47
344,burnpro3d/d/41/f4/run_41f4e4a6-71c2-4a26-8df8-c2b11011ec74,2023-07-28T09:25:41.504463,0.9,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-07T17:06:44.633076-07:00,516588,2023-07-07T16:58:21.025806-07:00,-1,3917,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",300.0,2.235
357,burnpro3d/d/42/1f/run_421f1f51-7f9d-4846-808a-09b27f8df33c,2023-07-28T09:25:41.504463,0.5,,"[-2126863, 2649938, -2126015, 2648970]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-06T11:09:44.087674-07:00,2659800,2023-06-06T10:24:57.237399-07:00,-1,4225,0.1,1,600,,60.0,15.0
361,burnpro3d/d/42/33/run_42331c9f-d103-459e-9e41-1a3d125a8f94,2023-07-28T09:25:41.504463,1.0,,"[-2048682.0, 1867110.0, -2047710.0, 1866292.0]","[[x1, y1], [x2, y2]]",,"{'density': None, 'dx': 2, 'dy': 2, 'height': 0.5, 'id': 'c549a0b5-d1e8-45bb-848a-85e5e3305ce7', 'xlen': None, 'ylen': None}",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 120, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-04-26T11:16:21.090843-07:00,3528004,2023-04-26T09:04:11.529435-07:00,-1,13800,0.12,1,120,,220.0,5.0
364,burnpro3d/d/42/37/run_42372c90-9055-42a4-89b4-d87b35745766,2023-07-28T09:25:41.504463,0.9,,"[-1398056.0, 2815704.0, -1397036.0, 2814900.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-19T16:53:25.898451-07:00,2565260,2023-06-19T13:12:25.822965-07:00,-1,6906,0.2,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",270.0,2.235
376,burnpro3d/d/42/5a/run_425ad1ba-e3e8-4b13-af67-fe69fd06f4f5,2023-07-28T09:25:41.504463,0.9,,"[123782.0, 1223754.0, 124586.0, 1222950.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-13T12:05:00.211109-07:00,2444108,2023-07-13T11:10:42.513903-07:00,-1,9396,0.25,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",90.0,4.47
379,burnpro3d/d/42/5e/run_425ebae9-1678-4027-a1f1-e48bf12e8948,2023-07-28T09:25:41.504463,0.4,,"[-2126863, 2649938, -2126015, 2648970]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-06T11:04:36.450024-07:00,2659192,2023-06-06T10:24:43.088874-07:00,-1,4225,0.3,1,600,,60.0,5.0
386,burnpro3d/d/42/77/run_4277b471-e4e8-48a1-9b0c-c29faab8cb4e,2023-07-28T09:25:41.504463,0.3,,"[-2126863, 2649938, -2126015, 2648970]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-06T13:03:22.634782-07:00,2659404,2023-06-06T12:35:09.616419-07:00,-1,4225,0.1,1,600,,90.0,15.0
6,burnpro3d/d/42/8c/run_428c9acc-337f-4e85-afcb-df8b4e61810e,2023-07-28T09:29:42.916752,0.9,,"[-1398056.0, 2815704.0, -1397036.0, 2814900.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-19T12:37:09.164878-07:00,2551696,2023-06-19T09:40:05.352297-07:00,-1,7313,0.2,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",300.0,2.235
24,burnpro3d/d/42/bc/run_42bc9769-99e3-462e-bf82-be4247c437c6,2023-07-28T09:29:42.916752,1.0,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:22:03.696905-07:00,517000,2023-07-10T14:11:13.539402-07:00,-1,4235,0.09,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",270.0,2.235
58,burnpro3d/d/43/01/run_4301d1c7-b5ae-4b37-9a1f-c5dc038b61e2,2023-07-28T09:29:42.916752,0.3,,"[-2126863, 2649938, -2126015, 2648970]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-06T13:02:32.952645-07:00,2659276,2023-06-06T12:35:08.868503-07:00,-1,4225,0.2,1,600,,180.0,5.0
116,burnpro3d/d/43/a7/run_43a7b6a4-9cb2-4bf1-9192-19857b9e9e1b,2023-07-28T09:29:42.916752,1.0,,"[-2097480.0, 2037504.0, -2096674.0, 2036700.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-24T02:20:15.180797-07:00,3917816,2023-06-23T22:49:56.164527-07:00,-1,27251,0.25,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",60.0,2.235
123,burnpro3d/d/43/bb/run_43bbfb2b-26ee-48a5-931b-dad6672e2d98,2023-07-28T09:29:42.916752,0.9,,"[-1959092.0, 1310426.0, -1958552.0, 1309880.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T14:47:56.167475-07:00,452048,2023-06-23T14:35:50.891410-07:00,-1,5223,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",120.0,2.235
